YearID,GameID,GamePitchSequence,PAofInning,AtBatPitchSequence,Inning,Balls,Strikes,PitcherID,PitcherHand,BatSide,PitchType,Velocity,VerticalBreak,HorizontalBreak,PlateLocHeight,PlateLocSide
2018,564B239E-75E8-4389-9C47-0219712B5AD5,72,3,6,3,2,2,857,L,R,FA,93.81259343,17.63823657,-6.375559962,2.879826945,0.716462216
2018,564B239E-75E8-4389-9C47-0219712B5AD5,97,1,1,4,0,0,857,L,R,FA,90.19999343,19.75843657,-6.391259962,0.600126945,-0.625737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,98,1,2,4,1,0,857,L,R,FA,92.34319343,19.31793657,-6.518459962,3.241326945,-0.300937784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,100,1,4,4,2,1,857,L,R,FA,91.70039343,18.10743657,-8.522059962,2.730426945,0.199862216
2018,564B239E-75E8-4389-9C47-0219712B5AD5,102,2,2,4,0,1,857,L,R,FA,91.42169343,17.92413657,-8.552359962,3.984026945,-0.514737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,105,3,2,4,1,0,857,L,R,FA,92.93029343,17.12333657,-9.678859962,1.418426945,0.426762216
2018,564B239E-75E8-4389-9C47-0219712B5AD5,108,3,5,4,2,2,857,L,R,FA,93.06569343,17.17363657,-7.674059962,4.128526945,-0.482737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,111,3,8,4,3,2,857,L,R,FA,94.58589343,16.40263657,-9.445659962,3.306326945,0.027762216
2018,564B239E-75E8-4389-9C47-0219712B5AD5,113,5,1,4,0,0,857,L,R,FA,91.72159343,17.39913657,-6.472159962,2.549526945,-0.602737784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,117,6,2,4,1,0,857,L,R,FA,92.64259343,15.80973657,-9.015059962,2.010126945,-0.885237784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,120,7,1,4,0,0,857,L,R,FA,93.69099343,19.97213657,-7.912459962,2.534026945,-0.556237784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,121,7,2,4,0,1,857,L,R,FA,93.28069343,16.03823657,-8.051259962,2.157626945,-0.551137784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,122,7,3,4,0,2,857,L,R,FA,93.95719343,18.01263657,-8.310559962,2.534926945,0.155062216
2018,564B239E-75E8-4389-9C47-0219712B5AD5,142,1,1,5,0,0,857,L,R,FA,90.98239343,14.38203657,-6.631859962,2.423326945,-0.569037784
2018,564B239E-75E8-4389-9C47-0219712B5AD5,144,1,3,5,1,1,857,L,R,FA,92.92699343,16.26703657,-3.796959962,3.527526945,-0.095637784
